listing_id,title,bhk,price,price_text,area_sqft,area_text,price_per_sqft,property_type,locality,address,url
76862805,"2 BHK Builder Floor for Sale in Project Vasant Enclave, Vasant Enclave, Vasant Vihar New Delhi",2,30000000.0,₹ 3 Cr,1200.0,1200 sqft,25000.0,,Project Vasant Enclave,,
81027195,3 BHK Builder Floor for Sale in Pitam Pura New Delhi,3,17500000.0,₹ 1.75 Cr,950.0,950 sqft,18421.052631578947,,,,
81216661,"2 BHK Apartment for Sale in SFS Flats Shanti Kunj, Paschim Vihar New Delhi",2,18000000.0,₹ 1.80 Cr,1050.0,1050 sqft,17142.85714285714,,SFS Flats Shanti Kunj,,
81310137,4 BHK Apartment for Sale in Chattarpur New Delhi,4,20000000.0,₹ 2 Cr,2700.0,300 sqyrd,7407.407407407408,,,,
76376223,5 BHK Builder Floor for Sale in Rajouri Garden New Delhi,5,100000000.0,₹ 10 Cr,4950.0,550 sqyrd,20202.0202020202,,,,
15523123,4 BHK House for Sale in Yamuna Vihar New Delhi,4,12000000.0,₹ 1.20 Cr,315.0,35 sqyrd,38095.23809523809,,,,
81191213,> 10 BHK Villa for Sale in Block C Moti Nagar New Delhi,10,92500000.0,₹ 9.25 Cr,1800.0,1800 sqft,51388.88888888889,,,,
81269993,3 BHK Apartment for Sale in Khirki Extension New Delhi,3,6000000.0,₹ 60 Lac,1215.0,135 sqyrd,4938.271604938272,,,,
80453977,"4 BHK Builder Floor for Sale in Rana Pratap Bagh, Ashok Vihar North New Delhi",4,35000000.0,₹ 3.50 Cr,2600.0,2600 sqft,13461.538461538461,,,,
80937743,2 BHK Apartment for Sale in Vikaspuri New Delhi,2,9350000.0,₹ 93.5 Lac,935.0,935 sqft,10000.0,,,,
80445287,3 BHK Apartment for Sale in Block C Dilshad Garden New Delhi,3,11500000.0,₹ 1.15 Cr,1100.0,1100 sqft,10454.545454545454,,,,
79693293,"4 BHK Builder Floor for Sale in Sunder Vihar, Paschim Vihar New Delhi",4,52500000.0,₹ 5.25 Cr,2250.0,250 sqyrd,23333.333333333332,,,,
81033325,"3 BHK Apartment for Sale in Highway Apartment, Ghazipur New Delhi",3,9900000.0,₹ 99 Lac,1100.0,1100 sqft,9000.0,,Highway Apartment,,
81005503,"3 BHK Apartment for Sale in Prime Minister Secretariat, Vikaspuri New Delhi",3,17500000.0,₹ 1.75 Cr,1010.0,1010 sqft,17326.73267326733,,Prime Minister Secretariat,,
81019957,3 BHK Builder Floor for Sale in New Rajinder Nagar New Delhi,3,25000000.0,₹ 2.50 Cr,1152.0,128 sqyrd,21701.38888888889,,,,
80981807,2 BHK Apartment for Sale in Uttam Nagar New Delhi,2,4400000.0,₹ 44 Lac,850.0,850 sqft,5176.470588235294,,,,
81090563,"3 BHK Apartment for Sale in Dream Apartments, Sector 22 Dwarka New Delhi",3,28700000.0,₹ 2.87 Cr,1450.0,1450 sqft,19793.103448275862,,Dream Apartments,,
80866983,4 BHK Apartment for Sale in Dwarka New Delhi,4,37500000.0,₹ 3.75 Cr,2000.0,2000 sqft,18750.0,,,,
80228295,7 BHK House for Sale in Shastri Nagar New Delhi,7,18000000.0,₹ 1.80 Cr,2600.0,2600 sqft,6923.076923076923,,,,
79108741,3 BHK Builder Floor for Sale in Sector 22 Rohini New Delhi,3,9400000.0,₹ 94 Lac,1000.0,1000 sqft,9400.0,,,,
50954236,3 BHK Builder Floor for Sale in Kamla Nagar New Delhi,3,5000000.0,₹ 50 Lac,900.0,900 sqft,5555.555555555556,,,,
80863211,2 BHK Builder Floor for Sale in Vishwas Park New Delhi,2,2000000.0,₹ 20 Lac,440.0,440 sqft,4545.454545454545,,,,
81176991,3 BHK Apartment for Sale in Sector 24 Rohini New Delhi,3,14000000.0,₹ 1.40 Cr,720.0,80 sqyrd,19444.444444444445,,,,
81235849,4 BHK Builder Floor for Sale in Vasant Kunj Enclave New Delhi,4,15500000.0,₹ 1.55 Cr,1350.0,150 sqyrd,11481.481481481482,,,,
81206441,"4 BHK Apartment for Sale in Badhwar Apartments, Sector 6 Dwarka New Delhi",4,32500000.0,₹ 3.25 Cr,1900.0,1900 sqft,17105.263157894737,,Badhwar Apartments,,
80346359,3 BHK Builder Floor for Sale in Phase 2 Chattarpur Enclave New Delhi,3,7500000.0,₹ 75 Lac,990.0,110 sqyrd,7575.757575757576,,,,
81204707,3 BHK Apartment for Sale in West Sagarpur New Delhi,3,5200000.0,₹ 52 Lac,800.0,800 sqft,6500.0,,,,
79917385,"2 BHK Builder Floor for Sale in Nawada Extension, Nawada New Delhi",2,5500000.0,₹ 55 Lac,850.0,850 sqft,6470.588235294118,,,,
81066173,"4 BHK Apartment for Sale in DDA Gaurav Apartment, Saket New Delhi",4,36000000.0,₹ 3.60 Cr,1900.0,1900 sqft,18947.36842105263,,DDA Gaurav Apartment,,
77326663,3 BHK Builder Floor for Sale in Civil Lines New Delhi,3,60000000.0,₹ 6 Cr,1800.0,1800 sqft,33333.333333333336,,,,
78782741,4 BHK Builder Floor for Sale in Uttam Nagar Nawada New Delhi,4,9500000.0,₹ 95 Lac,1035.0,115 sqyrd,9178.743961352657,,,,
79448059,3 BHK Apartment for Sale in Rajouri Garden New Delhi,3,15000000.0,₹ 1.50 Cr,104.0,104 sqm,144230.76923076922,,,,
76695713,"3 BHK Builder Floor for Sale in Divyan Mahavir Enclave Luxury Apartments, Mahavir Enclave Part 1 New Delhi",3,8500000.0,₹ 85 Lac,855.0,95 sqyrd,9941.520467836257,,Divyan Mahavir Enclave Luxury Apartments,,
79258587,4 BHK Apartment for Sale in Shalimar bagh New Delhi,4,40000000.0,₹ 4 Cr,2100.0,2100 sqft,19047.619047619046,,,,
81108431,2 BHK Builder Floor for Sale in Vishwas Park New Delhi,2,2300000.0,₹ 23 Lac,405.0,45 sqyrd,5679.0123456790125,,,,
80114093,1 BHK Builder Floor for Sale in Palam New Delhi,1,2450000.0,₹ 24.5 Lac,438.0,438 sqft,5593.607305936073,,,,
80795433,4 BHK House for Sale in Uttam Nagar West New Delhi,4,13500000.0,₹ 1.35 Cr,900.0,900 sqft,15000.0,,,,
81370343,3 BHK Builder Floor for Sale in Radhepuri Krishna Nagar New Delhi,3,4000000.0,₹ 40 Lac,900.0,900 sqft,4444.444444444444,,,,
77731679,4 BHK Apartment for Sale in Phase 3 Ashok Vihar New Delhi,4,21900000.0,₹ 2.19 Cr,2250.0,2250 sqft,9733.333333333334,,,,
80105037,"1 BHK Apartment for Sale in Aggarwal Uttam Nagar Floors, Uttam Nagar New Delhi",1,3000000.0,₹ 30 Lac,450.0,450 sqft,6666.666666666667,,Aggarwal Uttam Nagar Floors,,
81403609,2 BHK Builder Floor for Sale in Mahavir Enclave New Delhi,2,4200000.0,₹ 42 Lac,630.0,70 sqyrd,6666.666666666667,,,,
72027265,2 BHK Builder Floor for Sale in Sector 15 Rohini New Delhi,2,7500000.0,₹ 75 Lac,646.0,646 sqft,11609.907120743033,,,,
79049673,"3 BHK Builder Floor for Sale in Kiran Garden, Uttam Nagar New Delhi",3,6600000.0,₹ 66 Lac,810.0,90 sqyrd,8148.148148148148,,,,
80981477,1 BHK Apartment for Sale in Block C 6A Janakpuri New Delhi,1,8250000.0,₹ 82.5 Lac,452.0,452 sqft,18252.21238938053,,,,
81428317,4 BHK Builder Floor for Sale in Vasant Vihar New Delhi,4,123000000.0,₹ 12.30 Cr,3600.0,400 sqyrd,34166.666666666664,,,,
81454213,"3 BHK Apartment for Sale in Param Puri, Uttam Nagar New Delhi",3,7000000.0,₹ 70 Lac,900.0,900 sqft,7777.777777777777,,,,
70109675,2 BHK Apartment for Sale in Sector 9 Rohini New Delhi,2,16000000.0,₹ 1.60 Cr,1100.0,1100 sqft,14545.454545454546,,,,
51551443,"4 BHK Builder Floor for Sale in Kailash hills, East Of Kailash New Delhi",4,35000000.0,₹ 3.50 Cr,1450.0,1450 sqft,24137.931034482757,,,,
80572119,4 BHK Builder Floor for Sale in Sector 11 Rohini New Delhi,4,19900000.0,₹ 1.99 Cr,1150.0,1150 sqft,17304.347826086956,,,,
80978481,5 BHK House for Sale in Inder Puri New Delhi,5,130000000.0,₹ 13 Cr,1800.0,200 sqyrd,72222.22222222222,,,,
72440959,"3 BHK Apartment for Sale in DDA Ganga Apartment Sector D Pocket 6, Vasant Kunj New Delhi",3,41000000.0,₹ 4.10 Cr,1700.0,1700 sqft,24117.647058823528,,DDA Ganga Apartment Sector D Pocket 6,,
80940083,"1 BHK Apartment for Sale in LIG DDA Flat, Rohini New Delhi",1,5700000.0,₹ 57 Lac,500.0,500 sqft,11400.0,,LIG DDA Flat,,
80941789,"4 BHK Apartment for Sale in Private Builders Independent Floor, Nirankari Colony, Mukherjee Nagar New Delhi",4,12000000.0,₹ 1.20 Cr,900.0,900 sqft,13333.333333333334,,Private Builders Independent Floor,,
80520399,3 BHK Builder Floor for Sale in Vinod Nagar East New Delhi,3,13000000.0,₹ 1.30 Cr,1000.0,1000 sqft,13000.0,,,,
80581315,4 BHK Builder Floor for Sale in Block A1 Janakpuri New Delhi,4,52500000.0,₹ 5.25 Cr,1950.0,1950 sqft,26923.076923076922,,,,
80707773,1 BHK Builder Floor for Sale in Green Park Extension New Delhi,1,27000000.0,₹ 2.70 Cr,810.0,90 sqyrd,33333.333333333336,,,,
80567111,4 BHK Builder Floor for Sale in Vasant Vihar New Delhi,4,110000000.0,₹ 11 Cr,1625.0,1625 sqft,67692.30769230769,,,,
80868809,3 BHK Builder Floor for Sale in Vikram Vihar Lajpat Nagar 4 New Delhi,3,35000000.0,₹ 3.50 Cr,1080.0,120 sqyrd,32407.40740740741,,,,
80110901,4 BHK Builder Floor for Sale in Vikaspuri New Delhi,4,65000000.0,₹ 6.50 Cr,167.0,167 sqm,389221.55688622757,,,,
79783599,6 BHK House for Sale in Phase 3 Model Town New Delhi,6,95000000.0,₹ 9.50 Cr,4900.0,4900 sqft,19387.755102040817,,,,
79683049,4 BHK Apartment for Sale in Chattarpur New Delhi,4,17000000.0,₹ 1.70 Cr,1835.0,1835 sqft,9264.305177111717,,,,
74814339,4 BHK Builder Floor for Sale in Anand Vihar New Delhi,4,25000000.0,₹ 2.50 Cr,1500.0,1500 sqft,16666.666666666668,,,,
77657429,3 BHK Apartment for Sale in East Patel Nagar New Delhi,3,32500000.0,₹ 3.25 Cr,1800.0,1800 sqft,18055.555555555555,,,,
78731403,"4 BHK Apartment for Sale in DLF One Midtown, Moti Nagar, Kirti Nagar New Delhi",4,97500000.0,₹ 9.75 Cr,3000.0,3000 sqft,32500.0,,DLF One Midtown,,
80276287,"3 BHK Apartment for Sale in SFS Flats Shanti Kunj, Shanti Kunj Main New Delhi",3,16500000.0,₹ 1.65 Cr,1300.0,1300 sqft,12692.307692307691,,SFS Flats Shanti Kunj,,
77199661,3 BHK Builder Floor for Sale in Sector 23 Rohini New Delhi,3,25000000.0,₹ 2.50 Cr,1935.0,215 sqyrd,12919.896640826873,,,,
80717613,3 BHK Builder Floor for Sale in Mohan Garden Uttam Nagar New Delhi,3,6150000.0,₹ 61.5 Lac,950.0,950 sqft,6473.684210526316,,,,
56152765,4 BHK Builder Floor for Sale in Shree Nagar New Delhi,4,11000000.0,₹ 1.10 Cr,1300.0,1300 sqft,8461.538461538461,,,,
80581255,4 BHK House for Sale in Najafgarh New Delhi,4,12500000.0,₹ 1.25 Cr,1800.0,1800 sqft,6944.444444444444,,,,
79706951,4 BHK Builder Floor for Sale in Panchsheel Enclave New Delhi,4,70000000.0,₹ 7 Cr,2200.0,2200 sqft,31818.18181818182,,,,
78771741,"2 BHK Builder Floor for Sale in Uttam Nagar East, Uttam Nagar New Delhi",2,4200000.0,₹ 42 Lac,558.0,62 sqyrd,7526.881720430108,,,,
69686015,"3 BHK Apartment for Sale in DDA Flats, Jasola Vihar New Delhi",3,30000000.0,₹ 3 Cr,1750.0,1750 sqft,17142.85714285714,,DDA Flats,,
81060065,4 BHK Builder Floor for Sale in Geetanjali Enclave Malviya Nagar New Delhi,4,100000000.0,₹ 10 Cr,4400.0,4400 sqft,22727.272727272728,,,,
80783707,"2 BHK House for Sale in Gandhi Colony, Mehrauli New Delhi",2,7000000.0,₹ 70 Lac,560.0,560 sqft,12500.0,,,,
79351619,2 BHK Apartment for Sale in KCG complex Mehrauli New Delhi,2,5800000.0,₹ 58 Lac,700.0,700 sqft,8285.714285714286,,,,
77627049,"3 BHK Apartment for Sale in TARC Tripundra, Bijwasan New Delhi",3,52500000.0,₹ 5.25 Cr,2187.0,2187 sqft,24005.48696844993,,TARC Tripundra,,
80422645,"3 BHK Builder Floor for Sale in Rana Pratap Bagh, Ashok Vihar North New Delhi",3,17000000.0,₹ 1.70 Cr,1350.0,1350 sqft,12592.592592592593,,,,
81093479,"3 BHK Apartment for Sale in DDA Flats Vasant Kunj, Vasant Kunj New Delhi",3,45000000.0,₹ 4.50 Cr,1800.0,1800 sqft,25000.0,,DDA Flats Vasant Kunj,,
79047945,"2 BHK Apartment for Sale in Anandvan, Paschim Vihar New Delhi",2,12500000.0,₹ 1.25 Cr,700.0,700 sqft,17857.14285714286,,Anandvan,,
80600529,1 BHK Apartment for Sale in Pitam Pura New Delhi,1,4900000.0,₹ 49 Lac,425.0,425 sqft,11529.411764705883,,,,
78872159,"4 BHK Apartment for Sale in Guru Apartment, Sector 6 Dwarka New Delhi",4,38000000.0,₹ 3.80 Cr,2000.0,2000 sqft,19000.0,,Guru Apartment,,
76772873,3 BHK Builder Floor for Sale in Main Chhatarpur Road New Delhi,3,8500000.0,₹ 85 Lac,1050.0,1050 sqft,8095.238095238095,,,,
79111559,"3 BHK Apartment for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi",3,29000000.0,₹ 2.90 Cr,1231.0,1231 sqft,23558.08285946385,,DLF Capital Greens 1 and 2,,
76890719,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,2,2300000.0,₹ 23 Lac,450.0,50 sqyrd,5111.111111111111,,,,
33723655,2 BHK Apartment for Sale in Sector A9 Narela New Delhi,2,7000000.0,₹ 70 Lac,75.0,75 sqm,93333.33333333333,,,,
80080257,2 BHK Apartment for Sale in Baba Farid Puri New Delhi,2,4000000.0,₹ 40 Lac,400.0,400 sqft,10000.0,,,,
76312999,"4 BHK Builder Floor for Sale in RWA GK 2, Greater Kailash 2 New Delhi",4,80000000.0,₹ 8 Cr,2000.0,2000 sqft,40000.0,,RWA GK 2,,
81233719,3 BHK Builder Floor for Sale in Greater Kailash 2 New Delhi,3,50000000.0,₹ 5 Cr,2100.0,2100 sqft,23809.52380952381,,,,
75746169,2 BHK Builder Floor for Sale in Arjun Nagar Safdarjung Enclave New Delhi,2,11000000.0,₹ 1.10 Cr,800.0,800 sqft,13750.0,,,,
79651603,"3 BHK Apartment for Sale in Doctors Apartment, Vasundhara Enclave New Delhi",3,16500000.0,₹ 1.65 Cr,1300.0,1300 sqft,12692.307692307691,,Doctors Apartment,,
81051927,4 BHK Builder Floor for Sale in Block C Anand Niketan New Delhi,4,170000000.0,₹ 17 Cr,3000.0,3000 sqft,56666.666666666664,,,,
78003097,4 BHK Builder Floor for Sale in Saket New Delhi,4,15000000.0,₹ 1.50 Cr,1800.0,1800 sqft,8333.333333333334,,,,
81331011,4 BHK Builder Floor for Sale in Phase 1 Vivek Vihar New Delhi,4,57500000.0,₹ 5.75 Cr,2600.0,2600 sqft,22115.384615384617,,,,
59059567,"4 BHK Apartment for Sale in Sargodha Apartments, Sector 7 Dwarka New Delhi",4,32500000.0,₹ 3.25 Cr,1800.0,1800 sqft,18055.555555555555,,Sargodha Apartments,,
78869333,"3 BHK Apartment for Sale in IFS Apartments, Mayur Vihar 1 New Delhi",3,28000000.0,₹ 2.80 Cr,1500.0,1500 sqft,18666.666666666668,,IFS Apartments,,
78795061,2 BHK House for Sale in Munirka New Delhi,2,18000000.0,₹ 1.80 Cr,1200.0,1200 sqft,15000.0,,,,
81370503,"4 BHK Apartment for Sale in Spring Valley, Sector 11 Dwarka New Delhi",4,38500000.0,₹ 3.85 Cr,2100.0,2100 sqft,18333.333333333332,,Spring Valley,,
80357161,3 BHK Builder Floor for Sale in Sector 15F Rohini New Delhi,3,13500000.0,₹ 1.35 Cr,86.0,86 sqm,156976.7441860465,,,,
80380207,4 BHK Builder Floor for Sale in Anand Vihar New Delhi,4,42500000.0,₹ 4.25 Cr,2500.0,2500 sqft,17000.0,,,,
54937985,4 BHK Builder Floor for Sale in Madhuban Enclave Preet Vihar New Delhi,4,35000000.0,₹ 3.50 Cr,2500.0,2500 sqft,14000.0,,,,
80858765,2 BHK Builder Floor for Sale in Malviya Nagar New Delhi,2,18000000.0,₹ 1.80 Cr,1100.0,1100 sqft,16363.636363636364,,,,
81263569,"4 BHK Apartment for Sale in Patel Apartment, Sector 4 Dwarka New Delhi",4,39000000.0,₹ 3.90 Cr,2000.0,2000 sqft,19500.0,,Patel Apartment,,
81441719,"3 BHK Apartment for Sale in DDA Flats Pocket 1, Vasant Kunj New Delhi",3,36000000.0,₹ 3.60 Cr,1500.0,1500 sqft,24000.0,,DDA Flats Pocket 1,,
80279905,"4 BHK Builder Floor for Sale in Shanti Niketan, Moti Bagh New Delhi",4,143000000.0,₹ 14.30 Cr,3200.0,3200 sqft,44687.5,,Shanti Niketan,,
81368309,3 BHK Apartment for Sale in Alaknanda New Delhi,3,29500000.0,₹ 2.95 Cr,1600.0,1600 sqft,18437.5,,,,
81392753,2 BHK Apartment for Sale in Shahdara New Delhi,2,11200000.000000002,₹ 1.12 Cr,1440.0,1440 sqft,7777.777777777779,,,,
78686169,4 BHK Builder Floor for Sale in Block J Rajouri Garden New Delhi,4,75000000.0,₹ 7.50 Cr,2600.0,2600 sqft,28846.153846153848,,,,
80453471,"2 BHK Apartment for Sale in Narmada Apartment, Alaknanda New Delhi",2,22000000.0,₹ 2.20 Cr,1250.0,1250 sqft,17600.0,,Narmada Apartment,,
78574659,"3 BHK Builder Floor for Sale in Surajmal Vihar, Anand Vihar New Delhi",3,42500000.0,₹ 4.25 Cr,1600.0,1600 sqft,26562.5,,Surajmal Vihar,,
81434245,4 BHK Builder Floor for Sale in Block D Rajouri Garden New Delhi,4,74000000.0,₹ 7.40 Cr,3078.0,3078 sqft,24041.585445094217,,,,
76691033,2 BHK Builder Floor for Sale in Lajpat Nagar 1 New Delhi,2,24800000.0,₹ 2.48 Cr,900.0,900 sqft,27555.555555555555,,,,
81145505,2 BHK Apartment for Sale in Laxmi Nagar New Delhi,2,4500000.0,₹ 45 Lac,550.0,550 sqft,8181.818181818182,,,,
78661447,"4 BHK Apartment for Sale in Panchsheel Enclave, Panchsheel Park New Delhi",4,115000000.0,₹ 11.50 Cr,3300.0,3300 sqft,34848.48484848485,,Panchsheel Enclave,,
79891121,3 BHK Builder Floor for Sale in Chittaranjan Park New Delhi,3,43000000.0,₹ 4.30 Cr,1650.0,1650 sqft,26060.60606060606,,,,
79520275,"4 BHK Builder Floor for Sale in Chirag Enclave, Greater Kailash New Delhi",4,145000000.0,₹ 14.50 Cr,4300.0,4300 sqft,33720.93023255814,,,,
76098745,"2 BHK Builder Floor for Sale in RWA Kalkaji Block L, Kalkaji New Delhi",2,15500000.0,₹ 1.55 Cr,800.0,800 sqft,19375.0,,RWA Kalkaji Block L,,
79805515,"3 BHK Apartment for Sale in DDA Flats Pocket F, Sarita Vihar, Mathura Road New Delhi",3,22000000.0,₹ 2.20 Cr,1750.0,1750 sqft,12571.42857142857,,DDA Flats Pocket F,,
78919583,"3 BHK Apartment for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi",3,35000000.0,₹ 3.50 Cr,1700.0,1700 sqft,20588.235294117647,,DLF Capital Greens 1 and 2,,
76060041,3 BHK Builder Floor for Sale in Chhatarpur Extension New Delhi,3,6000000.0,₹ 60 Lac,1100.0,1100 sqft,5454.545454545455,,,,
81322049,3 BHK Builder Floor for Sale in Sector 25 Rohini New Delhi,3,7600000.0,₹ 76 Lac,750.0,750 sqft,10133.333333333334,,,,
79132997,3 BHK Builder Floor for Sale in Naraina Vihar New Delhi,3,37500000.0,₹ 3.75 Cr,1500.0,1500 sqft,25000.0,,,,
80095045,2 BHK Builder Floor for Sale in Chandra Park New Delhi,2,6300000.0,₹ 63 Lac,630.0,630 sqft,10000.0,,,,
61358243,2 BHK Builder Floor for Sale in West Vinod Nagar New Delhi,2,4900000.0,₹ 49 Lac,624.0,624 sqft,7852.5641025641025,,,,
81015017,"7 BHK Apartment for Sale in Greater Kailash Builder Floors, Greater Kailash New Delhi",7,120000000.0,₹ 12 Cr,9400.0,9400 sqft,12765.95744680851,,Greater Kailash Builder Floors,,
81425299,3 BHK Builder Floor for Sale in Block B Raja Garden New Delhi,3,18500000.0,₹ 1.85 Cr,1250.0,1250 sqft,14800.0,,,,
